HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainYieldDryPerArea,GrainCarbon,GrainNitrogen,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,GrainOilDM,GrainTestWeight,ResidueMassDryPerArea,ResidueCarbon,ResidueNitrogen,CropExists,Comments,Crop_AgCROS,GrainYieldDryPerArea_AgCROS,ResidueMassDryPerArea_AgCROS
1999,18,-117.08888012,46.77895174,,SW,275.9055118110236,41.54,2.802,,,,,,,380.9141622570491,43.38,0.53,1,,Triticum aestivum (Spring Wheat),2759.055118110236,3809.141622570491
1999,19,-117.08846626,46.77882662,,SW,201.3927165354331,42.76,2.472,,,,,,,322.5803169952593,43.24,0.49,1,,Triticum aestivum (Spring Wheat),2013.927165354331,3225.8031699525927
1999,20,-117.08806399999999,46.778867,,SW,194.20275590551185,42.22,2.465,,,,,,,154.66597409956438,44.23,0.43,1,,Triticum aestivum (Spring Wheat),1942.0275590551184,1546.659740995644
1999,21,-117.08764599999999,46.778842,,SW,265.44783464566933,42.16,2.226,,,,,,,286.50289525664965,42.51,0.3,1,,Triticum aestivum (Spring Wheat),2654.4783464566935,2865.0289525664966
1999,22,-117.087228,46.779015,,SW,162.46062992125985,43.03,2.31,,,,,,,252.2157569919692,44.2,0.32,1,,Triticum aestivum (Spring Wheat),1624.6062992125985,2522.157569919692
1999,23,-117.08683097,46.77900278,,SW,207.05708661417324,43.26,2.338,,,,,,,326.19018089598666,43.35,0.48,1,,Triticum aestivum (Spring Wheat),2070.5708661417325,3261.9018089598667
1999,24,-117.08639199999999,46.779077,,SW,231.8307086614173,43.09,2.6039999999999996,,,,,,,333.67290725786137,43.57,0.52,1,,Triticum aestivum (Spring Wheat),2318.307086614173,3336.729072578614
1999,25,-117.085974,46.779047,,SW,316.751968503937,40.87,2.104,,,,,,,457.74042006343717,43.56,0.47,1,,Triticum aestivum (Spring Wheat),3167.51968503937,4577.404200634372
1999,26,-117.08555600000001,46.778952000000004,,SW,336.003937007874,41.43,2.513,,,,,,,435.1017334341559,43.68,0.4,1,,Triticum aestivum (Spring Wheat),3360.03937007874,4351.017334341559
1999,27,-117.08511704,46.77906282,,SW,328.43503937007875,41.24,2.443,,,,,,,432.2602338039898,44.15,0.4,1,,Triticum aestivum (Spring Wheat),3284.3503937007877,4322.602338039898
1999,28,-117.08471999999999,46.778918,,SW,280.9055118110236,41.84,2.582,,,,,,,408.3888552392488,44.07,0.43,1,,Triticum aestivum (Spring Wheat),2809.055118110236,4083.8885523924882
1999,29,-117.08430200000001,46.779007,,SW,278.17913385826773,41.58,2.381,,,,,,,408.11629315566324,43.8,0.46,1,,Triticum aestivum (Spring Wheat),2781.7913385826773,4081.1629315566324
1999,30,-117.08388400000001,46.77896,,SW,272.05216535433067,41.25,2.5580000000000003,,,,,,,374.39890326209223,44.57,0.5,1,,Triticum aestivum (Spring Wheat),2720.5216535433065,3743.9890326209224
1999,31,-117.08346599999999,46.779022999999995,,SW,292.1653543307086,42.24,2.563,,,,,,,402.60448213204114,44.58,0.43,1,,Triticum aestivum (Spring Wheat),2921.6535433070862,4026.0448213204113
1999,32,-117.083048,46.778944,,SW,246.04822834645668,41.45,2.329,,,,,,,311.25328083989507,44.55,0.33,1,,Triticum aestivum (Spring Wheat),2460.482283464567,3112.5328083989507
1999,33,-117.08263000000001,46.779013,,SW,150.1427165354331,41.73,2.94,,,,,,,271.43698522149634,43.51,0.56,1,,Triticum aestivum (Spring Wheat),1501.427165354331,2714.3698522149634
1999,34,-117.08221200000001,46.77905,,SW,263.0954724409449,41.68,2.201,,,,,,,366.4131953263907,43.32,0.31,1,,Triticum aestivum (Spring Wheat),2630.9547244094488,3664.131953263907
1999,35,-117.08179399999999,46.778852,,SW,184.60629921259843,41.63,2.318,,,,,,,368.82910885121436,44.28,0.35,1,,Triticum aestivum (Spring Wheat),1846.0629921259842,3688.2910885121437
1999,36,-117.08140584,46.77900737,,SW,338.34809494017094,,,,,,,,,465.98376720039215,,,1,,Triticum aestivum (Spring Wheat),3383.4809494017095,4659.837672003921
1999,37,-117.08095800000001,46.778993,,SW,,,,,,,,,,,,,0,,Triticum aestivum (Spring Wheat),,
1999,38,-117.08053999999998,46.778849,,SW,325.2608267716535,41.22,2.1,,,,,,,414.2236841202777,42.84,0.33,1,,Triticum aestivum (Spring Wheat),3252.608267716535,4142.236841202777
1999,39,-117.080122,46.779112,,SW,,,,,,,,,,,,,0,,Triticum aestivum (Spring Wheat),,
1999,40,-117.079704,46.779083,,SW,,,,,,,,,,,,,0,,Triticum aestivum (Spring Wheat),,
1999,41,-117.07928600000001,46.779047,,SW,337.60826771653535,41.01,2.359,,,,,,,515.4286028100767,43.27,0.49,1,,Triticum aestivum (Spring Wheat),3376.0826771653537,5154.286028100767
1999,42,-117.08870619,46.77911338,,SW,347.78051181102364,41.13,2.432,,,,,,,450.97655203813804,43.27,0.42,1,,Triticum aestivum (Spring Wheat),3477.8051181102364,4509.76552038138
1999,43,-117.08831799999999,46.779153,,SW,351.44192913385825,41.41,2.383,,,,,,,425.1695513296687,43.39,0.34,1,,Triticum aestivum (Spring Wheat),3514.4192913385823,4251.695513296687
1999,44,-117.0879,46.779128,,SW,227.8297244094488,41.43,2.3409999999999997,,,,,,,328.3765510986519,43.75,0.41,1,,Triticum aestivum (Spring Wheat),2278.297244094488,3283.7655109865186
1999,45,-117.08746351,46.77928833,,SW,182.9822834645669,42.86,2.775,,,,,,,299.5160761154856,43.77,0.44,1,,Triticum aestivum (Spring Wheat),1829.822834645669,2995.160761154856
1999,46,-117.08706399999998,46.779278000000005,,SW,218.90748031496062,40.84,2.215,,,,,,,313.60341635118664,43.43,0.32,1,,Triticum aestivum (Spring Wheat),2189.0748031496064,3136.0341635118666
1999,47,-117.086646,46.779363000000004,,SW,255.1673228346457,41.68,2.503,,,,,,,340.8829298598314,44.18,0.38,1,,Triticum aestivum (Spring Wheat),2551.673228346457,3408.829298598314
1999,48,-117.086228,46.779333,,SW,324.69488188976374,42.01,2.282,,,,,,,421.7008988263259,44.24,0.29,1,,Triticum aestivum (Spring Wheat),3246.9488188976375,4217.008988263259
1999,49,-117.08581000000001,46.779238,,SW,377.992125984252,41.81,2.43,,,,,,,567.8357938089348,46.56,0.44,1,,Triticum aestivum (Spring Wheat),3779.92125984252,5678.357938089348
1999,50,-117.08533553,46.77932123,,SW,381.14665354330714,41.55,2.562,,,,,,,489.58923558872766,41.16,0.34,1,,Triticum aestivum (Spring Wheat),3811.4665354330714,4895.892355887277
1999,51,-117.08496351,46.77919681,,SW,283.48917322834643,41.34,2.39,,,,,,,411.1493010565136,43.53,0.37,1,,Triticum aestivum (Spring Wheat),2834.891732283464,4111.493010565136
1999,52,-117.084556,46.779293,,SW,360.62992125984255,41.83,2.468,,,,,,,541.4494233345313,44.11,0.39,1,,Triticum aestivum (Spring Wheat),3606.2992125984256,5414.494233345313
1999,53,-117.084138,46.779246,,SW,323.26279527559063,49.12,2.233,,,,,,,472.383312143966,43.4,0.37,1,,Triticum aestivum (Spring Wheat),3232.6279527559063,4723.83312143966
1999,54,-117.08372,46.779309000000005,,SW,257.16535433070857,49.33,2.017,,,,,,,369.4403358419976,44.11,0.39,1,,Triticum aestivum (Spring Wheat),2571.653543307086,3694.403358419976
1999,55,-117.083302,46.77923,,SW,235.3198818897638,49.32,2.219,,,,,,,359.73764525654053,44.05,0.42,1,,Triticum aestivum (Spring Wheat),2353.198818897638,3597.376452565405
1999,56,-117.08290191,46.77931128,,SW,326.86023622047236,45.89,2.178,,,,,,,443.78512112215486,46.89,0.47,1,,Triticum aestivum (Spring Wheat),3268.6023622047237,4437.8512112215485
1999,57,-117.082466,46.779336,,SW,228.7942913385827,43.58,2.438,,,,,,,360.1903524195398,43.89,0.5,1,,Triticum aestivum (Spring Wheat),2287.942913385827,3601.903524195398
1999,58,-117.082048,46.779138,,SW,291.26476377952764,43.54,2.311,,,,,,,407.0892589961763,43.42,0.32,1,,Triticum aestivum (Spring Wheat),2912.6476377952763,4070.892589961763
1999,59,-117.08160015,46.77925244,,SW,161.82578740157481,43.33,2.028,,,,,,,325.6998581699026,42.79,0.36,1,,Triticum aestivum (Spring Wheat),1618.2578740157483,3256.998581699026
1999,60,-117.08121200000001,46.779278999999995,,SW,276.3401019597355,,,,,,,,,401.4253780589215,,,1,,Triticum aestivum (Spring Wheat),2763.4010195973547,4014.2537805892152
1999,61,-117.080794,46.779135,,SW,,,,,,,,,,,,,0,,Triticum aestivum (Spring Wheat),,
1999,62,-117.08039988,46.77941847,,SW,213.740157480315,36.82,2.322,,,,,,,414.06356921925897,43.91,0.48,1,,Triticum aestivum (Spring Wheat),2137.4015748031497,4140.63569219259
1999,63,-117.079958,46.779369,,SW,311.1614173228346,43.92,2.497,,,,,,,451.3914727005278,43.46,0.39,1,,Triticum aestivum (Spring Wheat),3111.614173228346,4513.914727005278
1999,64,-117.07954,46.779333,,SW,279.3208661417323,42.38,2.659,,,,,,,441.19792812211324,43.49,0.4,1,,Triticum aestivum (Spring Wheat),2793.208661417323,4411.979281221133
1999,65,-117.079122,46.779253999999995,,SW,311.04330708661416,41.98,2.353,,,,,,,409.52715935888733,43.68,0.32,1,,Triticum aestivum (Spring Wheat),3110.433070866142,4095.271593588873
1999,66,-117.07873385,46.77928646,,SW,295.0246062992126,42.11,2.5380000000000003,,,,,,,445.19595142820253,43.65,0.39,1,,Triticum aestivum (Spring Wheat),2950.246062992126,4451.959514282025
1999,67,-117.078286,46.779271,,SW,355.0,41.88,2.569,,,,,,,510.07338702109695,44.04,0.45,1,,Triticum aestivum (Spring Wheat),3550.0,5100.733870210969
1999,68,-117.08823100000001,46.779439,,SW,302.6919291338583,41.7,2.456,,,,,,,369.09258625280535,44.3,0.4,1,,Triticum aestivum (Spring Wheat),3026.919291338583,3690.9258625280536
1999,69,-117.08781299999998,46.779414,,SW,241.5994094488189,42.9,2.351,,,,,,,311.62599334436555,44.92,0.32,1,,Triticum aestivum (Spring Wheat),2415.994094488189,3116.2599334436554
1999,70,-117.087395,46.779587,,SW,260.11811023622045,42.72,2.1830000000000003,,,,,,,388.3450991039914,44.59,0.24,1,,Triticum aestivum (Spring Wheat),2601.1811023622045,3883.450991039914
1999,71,-117.086977,46.779564,,SW,190.2657480314961,42.65,2.551,,,,,,,247.92423624038148,43.8,0.45,1,,Triticum aestivum (Spring Wheat),1902.6574803149608,2479.2423624038147
1999,72,-117.08655900000001,46.779649,,SW,251.94881889763775,42.79,2.398,,,,,,,322.9820590057372,42.89,0.35,1,,Triticum aestivum (Spring Wheat),2519.4881889763774,3229.820590057372
1999,73,-117.08617246,46.77963697,,SW,288.64665354330714,42.16,2.526,,,,,,,321.7700717097863,43.34,0.37,1,,Triticum aestivum (Spring Wheat),2886.4665354330714,3217.700717097863
1999,74,-117.08569155,46.77950963,,SW,368.81397637795266,42.33,2.477,,,,,,,456.5986743228672,43.01,0.34,1,,Triticum aestivum (Spring Wheat),3688.1397637795267,4565.986743228672
1999,75,-117.085305,46.779641999999996,,SW,295.5610236220473,42.16,2.241,,,,,,,417.86676336510567,43.29,0.35,1,,Triticum aestivum (Spring Wheat),2955.610236220473,4178.667633651056
1999,76,-117.08488700000001,46.77949,,SW,318.2185039370079,42.18,2.272,,,,,,,373.80075453162164,43.4,0.35,1,,Triticum aestivum (Spring Wheat),3182.185039370079,3738.0075453162162
1999,77,-117.084469,46.779579,,SW,238.96653543307085,42.01,2.238,,,,,,,345.02308049375915,43.89,0.33,1,,Triticum aestivum (Spring Wheat),2389.6653543307084,3450.2308049375915
1999,78,-117.084051,46.779532,,SW,320.9744094488189,42.13,2.177,,,,,,,488.4836867704908,44.68,0.25,1,,Triticum aestivum (Spring Wheat),3209.744094488189,4884.836867704908
1999,79,-117.083633,46.779595,,SW,222.21456692913387,42.19,2.235,,,,,,,334.19474455227976,44.58,0.32,1,,Triticum aestivum (Spring Wheat),2222.145669291339,3341.9474455227974
1999,80,-117.083215,46.779516,,SW,305.42322834645665,41.88,2.2,,,,,,,412.35542555967896,43.7,0.32,1,,Triticum aestivum (Spring Wheat),3054.2322834645665,4123.5542555967895
1999,81,-117.082797,46.779585,,SW,299.80807086614175,42.68,2.2640000000000002,,,,,,,404.5275106651492,43.88,0.37,1,,Triticum aestivum (Spring Wheat),2998.0807086614177,4045.275106651492
1999,82,-117.082379,46.779621999999996,,SW,203.86811023622047,42.09,2.246,,,,,,,288.3258922117599,43.56,0.3,1,,Triticum aestivum (Spring Wheat),2038.6811023622047,2883.2589221175986
1999,83,-117.081961,46.779424,,SW,209.75885826771653,42.38,2.369,,,,,,,297.5795075816637,43.25,0.37,1,,Triticum aestivum (Spring Wheat),2097.5885826771655,2975.7950758166367
1999,84,-117.081543,46.779563,,SW,209.0452755905512,41.72,2.419,,,,,,,315.4101844535869,43.87,0.42,1,,Triticum aestivum (Spring Wheat),2090.452755905512,3154.101844535869
1999,85,-117.081125,46.779565000000005,,SW,256.7814960629921,41.88,2.5789999999999997,,,,,,,394.2987725099317,43.58,0.47,1,,Triticum aestivum (Spring Wheat),2567.814960629921,3942.9877250993172
1999,86,-117.080707,46.779421,,SW,259.242125984252,42.44,2.266,,,,,,,434.29769702459765,43.61,0.35,1,,Triticum aestivum (Spring Wheat),2592.42125984252,4342.976970245976
1999,87,-117.080289,46.779684,,SW,233.28248031496062,42.22,2.392,,,,,,,326.94210342847765,43.69,0.34,1,,Triticum aestivum (Spring Wheat),2332.8248031496064,3269.4210342847764
1999,88,-117.079871,46.779655,,SW,222.86909448818898,42.03,2.3819999999999997,,,,,,,348.52900558952126,43.89,0.32,1,,Triticum aestivum (Spring Wheat),2228.6909448818897,3485.2900558952124
1999,89,-117.07944702,46.77960671,,SW,224.58169291338584,41.62,2.432,,,,,,,368.42513615654167,43.89,0.31,1,,Triticum aestivum (Spring Wheat),2245.816929133858,3684.2513615654166
1999,90,-117.079035,46.779540000000004,,SW,239.3307086614173,42.44,2.5140000000000002,,,,,,,371.73416820237884,43.47,0.39,1,,Triticum aestivum (Spring Wheat),2393.307086614173,3717.3416820237885
1999,91,-117.078617,46.779552,,SW,317.8986220472441,41.78,2.7289999999999996,,,,,,,459.63235294117635,43.18,0.44,1,,Triticum aestivum (Spring Wheat),3178.986220472441,4596.323529411764
1999,92,-117.078199,46.779557000000004,,SW,358.83366141732284,42.09,2.477,,,,,,,439.9787991295392,42.42,0.4,1,,Triticum aestivum (Spring Wheat),3588.3366141732286,4399.787991295392
1999,93,-117.077781,46.779494,,SW,290.63484251968504,41.73,2.424,,,,,,,426.39956950474664,43.25,0.3,1,,Triticum aestivum (Spring Wheat),2906.3484251968503,4263.995695047466
1999,94,-117.07736299999999,46.779658000000005,,SW,194.06496062992127,41.87,2.362,,,,,,,367.02684754767097,43.83,0.45,1,,Triticum aestivum (Spring Wheat),1940.6496062992128,3670.2684754767097
1999,95,-117.08807304,46.77971682,,SW,290.0147637795275,43.12,3.065,,,,,,,408.8211261328184,42.81,0.51,1,,Triticum aestivum (Spring Wheat),2900.1476377952754,4088.211261328184
1999,96,-117.08766299999999,46.7797,,SW,337.0423228346457,42.4,2.1959999999999997,,,,,,,441.57479319761467,44.44,0.32,1,,Triticum aestivum (Spring Wheat),3370.423228346457,4415.747931976147
1999,97,-117.087245,46.779872999999995,,SW,266.6486220472441,42.09,2.436,,,,,,,358.88702520070086,44.02,0.35,1,,Triticum aestivum (Spring Wheat),2666.486220472441,3588.8702520070087
1999,98,-117.086827,46.77985,,SW,272.24409448818903,42.64,2.394,,,,,,,376.44223858427426,43.7,0.3,1,,Triticum aestivum (Spring Wheat),2722.4409448818906,3764.4223858427426
1999,99,-117.086409,46.779934999999995,,SW,256.92913385826773,42.45,2.63,,,,,,,324.15832554828967,43.14,0.37,1,,Triticum aestivum (Spring Wheat),2569.2913385826773,3241.5832554828967
1999,100,-117.08599099999999,46.779905,,SW,278.3120078740157,43.01,2.673,,,,,,,404.9839531197214,43.36,0.47,1,,Triticum aestivum (Spring Wheat),2783.120078740157,4049.8395311972135
1999,101,-117.085573,46.77981,,SW,240.0295275590551,42.57,2.5140000000000002,,,,,,,333.8493071766887,43.92,0.31,1,,Triticum aestivum (Spring Wheat),2400.2952755905512,3338.4930717668867
1999,102,-117.085155,46.779928000000005,,SW,189.53248031496062,42.11,2.384,,,,,,,320.92687217289324,43.85,0.32,1,,Triticum aestivum (Spring Wheat),1895.3248031496062,3209.268721728932
1999,103,-117.08473700000002,46.779776,,SW,240.69881889763784,42.19,2.363,,,,,,,362.240230143212,43.75,0.33,1,,Triticum aestivum (Spring Wheat),2406.9881889763783,3622.40230143212
1999,104,-117.08434522,46.77988297,,SW,312.44586614173227,42.69,3.0060000000000002,,,,,,,477.9413252300297,43.27,0.47,1,,Triticum aestivum (Spring Wheat),3124.4586614173227,4779.413252300297
1999,105,-117.083901,46.779818,,SW,213.4680580782501,,,,,,,,,335.9673994995896,,,1,,Triticum aestivum (Spring Wheat),2134.680580782501,3359.673994995896
1999,106,-117.083483,46.779881,,SW,272.4753937007874,42.26,3.1430000000000002,,,,,,,395.2383303854408,42.37,0.52,1,,Triticum aestivum (Spring Wheat),2724.753937007874,3952.383303854408
1999,107,-117.08306499999999,46.779802000000004,,SW,215.75370160859654,,,,,,,,,338.34705182146587,,,1,,Triticum aestivum (Spring Wheat),2157.5370160859657,3383.4705182146586
1999,108,-117.082647,46.779871,,SW,285.1377952755905,42.98,2.438,,,,,,,479.10562316074135,43.33,0.33,1,,Triticum aestivum (Spring Wheat),2851.3779527559054,4791.056231607414
1999,109,-117.08219348,46.77987977,,SW,341.66830708661416,42.72,2.3040000000000003,,,,,,,474.99195494770714,43.83,0.44,1,,Triticum aestivum (Spring Wheat),3416.683070866142,4749.919549477071
1999,110,-117.08175331,46.77967045,,SW,197.0177165354331,42.16,2.582,,,,,,,349.82318684414935,43.33,0.48,1,,Triticum aestivum (Spring Wheat),1970.177165354331,3498.2318684414936
1999,111,-117.08139299999999,46.779849,,SW,193.41535433070862,42.31,2.727,,,,,,,324.7634141439975,43.53,0.47,1,,Triticum aestivum (Spring Wheat),1934.1535433070862,3247.6341414399753
1999,112,-117.080975,46.779851,,SW,259.9311023622047,42.23,2.401,,,,,,,362.01984788397795,42.77,0.35,1,,Triticum aestivum (Spring Wheat),2599.311023622047,3620.1984788397795
1999,113,-117.08053909,46.77969063,,SW,231.50590551181102,42.09,2.349,,,,,,,317.1750566435605,43.1,0.41,1,,Triticum aestivum (Spring Wheat),2315.0590551181103,3171.750566435605
1999,114,-117.08013899999999,46.77997,,SW,167.38681102362204,42.69,2.5860000000000003,,,,,,,251.67678258967632,43.39,0.37,1,,Triticum aestivum (Spring Wheat),1673.8681102362204,2516.767825896763
1999,115,-117.07970309,46.77992463,,SW,251.86023622047242,41.31,2.685,,,,,,,449.855206365404,43.63,0.52,1,,Triticum aestivum (Spring Wheat),2518.602362204724,4498.5520636540405
1999,116,-117.079303,46.779905,,SW,227.95275590551182,42.43,2.5839999999999996,,,,,,,388.7633527889434,44.12,0.36,1,,Triticum aestivum (Spring Wheat),2279.527559055118,3887.633527889434
1999,117,-117.07888500000001,46.779826,,SW,280.1870078740157,41.96,2.331,,,,,,,402.73613938062067,43.45,0.32,1,,Triticum aestivum (Spring Wheat),2801.870078740157,4027.3613938062067
1999,118,-117.07846699999999,46.779838,,SW,212.90846456692915,43.15,2.6860000000000004,,,,,,,370.1544402706543,43.58,0.47,1,,Triticum aestivum (Spring Wheat),2129.0846456692916,3701.5444027065428
1999,119,-117.07801916,46.77982663,,SW,270.99901574803147,43.24,2.2569999999999997,,,,,,,431.52129223562247,43.57,0.3,1,,Triticum aestivum (Spring Wheat),2709.990157480315,4315.212922356224
1999,120,-117.07763100000001,46.77978,,SW,262.2736220472441,44.79,2.476,,,,,,,457.65751055311637,41.65,0.48,1,,Triticum aestivum (Spring Wheat),2622.736220472441,4576.575105531164
1999,121,-117.07721299999999,46.779944,,SW,126.9242125984252,44.13,2.7910000000000004,,,,,,,227.0560721049109,42.92,0.48,1,,Triticum aestivum (Spring Wheat),1269.242125984252,2270.560721049109
1999,122,-117.087699,46.779986,,SW,362.52460629921256,43.64,2.5340000000000003,,,,,,,509.04151587029884,43.75,0.7,1,,Triticum aestivum (Spring Wheat),3625.2460629921256,5090.415158702988
1999,123,-117.087281,46.780159000000005,,SW,345.19192913385825,43.02,2.444,,,,,,,449.9396537528816,42.26,0.51,1,,Triticum aestivum (Spring Wheat),3451.9192913385823,4499.396537528816
1999,124,-117.086863,46.780136,,SW,256.9537401574803,43.29,2.699,,,,,,,410.63373830348763,45.85,0.49,1,,Triticum aestivum (Spring Wheat),2569.537401574803,4106.337383034876
1999,125,-117.086445,46.780221000000004,,SW,267.6377952755906,42.13,2.231,,,,,,,342.6125478927204,43.54,0.67,1,,Triticum aestivum (Spring Wheat),2676.377952755906,3426.125478927204
1999,126,-117.08601127,46.78018382,,SW,206.32874015748033,42.49,2.377,,,,,,,274.91761527314617,44.6,0.46,1,,Triticum aestivum (Spring Wheat),2063.2874015748034,2749.1761527314616
1999,127,-117.08559328,46.78008882,,SW,203.75,43.57,2.327,,,,,,,398.09977156421087,41.95,0.49,1,,Triticum aestivum (Spring Wheat),2037.5,3980.9977156421087
1999,128,-117.085191,46.780214,,SW,270.6643700787401,44.19,2.5580000000000003,,,,,,,427.8621100197527,41.33,0.43,1,,Triticum aestivum (Spring Wheat),2706.643700787401,4278.621100197527
1999,129,-117.084773,46.780062,,SW,235.03444881889763,43.42,2.061,,,,,,,363.20884201401435,42.79,0.33,1,,Triticum aestivum (Spring Wheat),2350.3444881889764,3632.0884201401436
1999,130,-117.084355,46.780151000000004,,SW,232.98215501822062,,,,,,,,,356.284113578571,,,1,,Triticum aestivum (Spring Wheat),2329.821550182206,3562.8411357857103
1999,131,-117.083937,46.780103999999994,,SW,126.01377952755905,43.25,2.333,,,,,,,228.42103903181552,44.25,0.37,1,,Triticum aestivum (Spring Wheat),1260.1377952755906,2284.210390318155
1999,132,-117.083519,46.780167,,SW,252.0226377952756,43.22,2.037,,,,,,,418.57709087039785,42.44,0.28,1,,Triticum aestivum (Spring Wheat),2520.226377952756,4185.770908703978
1999,133,-117.083101,46.780088,,SW,287.17027559055117,43.26,2.02,,,,,,,435.85623882904196,43.74,0.29,1,,Triticum aestivum (Spring Wheat),2871.702755905512,4358.562388290419
1999,134,-117.082683,46.780157,,SW,239.4438976377953,43.75,2.4090000000000003,,,,,,,395.35495453033167,43.13,0.41,1,,Triticum aestivum (Spring Wheat),2394.4389763779527,3953.549545303317
1999,135,-117.08226499999999,46.780194,,SW,258.1889763779528,42.84,2.2159999999999997,,,,,,,427.43367154932855,43.45,0.41,1,,Triticum aestivum (Spring Wheat),2581.889763779528,4274.336715493286
1999,136,-117.081847,46.779996000000004,,SW,299.83759842519686,42.41,2.199,,,,,,,573.9442290191113,43.03,0.38,1,,Triticum aestivum (Spring Wheat),2998.3759842519685,5739.442290191113
1999,137,-117.08145287,46.78014727,,SW,283.4005905511811,41.48,2.1959999999999997,,,,,,,477.8257341987657,43.77,0.43,1,,Triticum aestivum (Spring Wheat),2834.005905511811,4778.257341987657
1999,138,-117.081011,46.780136999999996,,SW,167.97736220472441,40.89,1.8659999999999999,,,,,,,267.3918878964241,43.7,0.32,1,,Triticum aestivum (Spring Wheat),1679.773622047244,2673.9188789642412
1999,139,-117.080593,46.779993,,SW,190.38385826771653,40.51,2.195,,,,,,,280.6013956339289,43.37,0.33,1,,Triticum aestivum (Spring Wheat),1903.8385826771653,2806.013956339289
1999,140,-117.080175,46.780256,,SW,180.12795275590548,41.35,2.253,,,,,,,281.7853219954089,43.95,0.39,1,,Triticum aestivum (Spring Wheat),1801.2795275590547,2817.8532199540887
1999,141,-117.079757,46.780227,,SW,185.71850393700785,41.24,2.221,,,,,,,426.4011116257527,43.59,0.34,1,,Triticum aestivum (Spring Wheat),1857.1850393700786,4264.011116257527
