HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainYieldDryPerArea,GrainCarbon,GrainNitrogen,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,GrainOilDM,GrainTestWeight,ResidueMassDryPerArea,ResidueCarbon,ResidueNitrogen,CropExists,Comments
1999,57,-117.082466,46.779336,,SW,228.7942913385827,43.58,2.438,,,,,,,360.1903524195398,43.89,0.5,1,
1999,58,-117.082048,46.779138,,SW,291.2647637795276,43.54,2.311,,,,,,,407.0892589961763,43.42,0.32,1,
1999,59,-117.08160015,46.77925244,,SW,161.8257874015748,43.33,2.028,,,,,,,325.69985816990265,42.79,0.36,1,
1999,60,-117.081212,46.779279,,SW,276.3401019597355,,,,,,,,,401.42537805892147,,,1,
1999,61,-117.080794,46.779135,,SW,,,,,,,,,,,,,0,
1999,62,-117.08039988,46.77941847,,SW,213.74015748031496,36.82,2.322,,,,,,,414.06356921925897,43.91,0.48,1,
1999,63,-117.079958,46.779369,,SW,311.1614173228346,43.92,2.497,,,,,,,451.3914727005278,43.46,0.39,1,
1999,64,-117.07954,46.779333,,SW,279.3208661417323,42.38,2.659,,,,,,,441.19792812211324,43.49,0.4,1,
1999,65,-117.079122,46.779254,,SW,311.04330708661416,41.98,2.353,,,,,,,409.5271593588873,43.68,0.32,1,
1999,66,-117.07873385,46.77928646,,SW,295.0246062992126,42.11,2.538,,,,,,,445.19595142820253,43.65,0.39,1,
1999,67,-117.078286,46.779271,,SW,355,41.88,2.569,,,,,,,510.07338702109695,44.04,0.45,1,
1999,68,-117.088231,46.779439000000004,,SW,302.6919291338583,41.7,2.456,,,,,,,369.0925862528053,44.3,0.4,1,
1999,69,-117.087813,46.779414,,SW,241.5994094488189,42.9,2.351,,,,,,,311.62599334436555,44.92,0.32,1,
1999,70,-117.087395,46.779587,,SW,260.11811023622045,42.72,2.183,,,,,,,388.3450991039914,44.59,0.24,1,
1999,71,-117.086977,46.779564,,SW,190.26574803149606,42.65,2.551,,,,,,,247.92423624038148,43.8,0.45,1,
1999,72,-117.086559,46.779649,,SW,251.94881889763778,42.79,2.398,,,,,,,322.9820590057372,42.89,0.35,1,
1999,73,-117.08617246,46.77963697,,SW,288.6466535433071,42.16,2.526,,,,,,,321.7700717097863,43.34,0.37,1,
1999,74,-117.08569155,46.77950963,,SW,368.8139763779527,42.33,2.477,,,,,,,456.5986743228672,43.01,0.34,1,
1999,75,-117.085305,46.779642,,SW,295.5610236220473,42.16,2.241,,,,,,,417.8667633651057,43.29,0.35,1,
1999,76,-117.084887,46.77949,,SW,318.2185039370079,42.18,2.272,,,,,,,373.80075453162164,43.4,0.35,1,
1999,77,-117.084469,46.779579,,SW,238.96653543307085,42.01,2.238,,,,,,,345.0230804937592,43.89,0.33,1,
1999,78,-117.084051,46.779532,,SW,320.9744094488189,42.13,2.177,,,,,,,488.4836867704908,44.68,0.25,1,
1999,79,-117.083633,46.779595,,SW,222.21456692913387,42.19,2.235,,,,,,,334.19474455227976,44.58,0.32,1,
1999,80,-117.083215,46.779516,,SW,305.4232283464567,41.88,2.2,,,,,,,412.35542555967896,43.7,0.32,1,
1999,81,-117.082797,46.779585,,SW,299.80807086614175,42.68,2.264,,,,,,,404.5275106651492,43.88,0.37,1,
1999,82,-117.082379,46.779622,,SW,203.86811023622047,42.09,2.246,,,,,,,288.3258922117599,43.56,0.3,1,
1999,83,-117.081961,46.779424,,SW,209.75885826771653,42.38,2.369,,,,,,,297.5795075816637,43.25,0.37,1,
1999,84,-117.081543,46.779563,,SW,209.04527559055117,41.72,2.419,,,,,,,315.4101844535869,43.87,0.42,1,
1999,85,-117.081125,46.779565,,SW,256.7814960629921,41.88,2.579,,,,,,,394.2987725099317,43.58,0.47,1,
1999,86,-117.080707,46.779421,,SW,259.24212598425197,42.44,2.266,,,,,,,434.2976970245976,43.61,0.35,1,
1999,87,-117.080289,46.779684,,SW,233.28248031496062,42.22,2.392,,,,,,,326.9421034284777,43.69,0.34,1,
1999,88,-117.079871,46.779655,,SW,222.86909448818898,42.03,2.382,,,,,,,348.52900558952126,43.89,0.32,1,
1999,89,-117.07944702,46.77960671,,SW,224.58169291338584,41.62,2.432,,,,,,,368.42513615654167,43.89,0.31,1,
1999,90,-117.079035,46.77954,,SW,239.3307086614173,42.44,2.514,,,,,,,371.7341682023789,43.47,0.39,1,
1999,91,-117.078617,46.779552,,SW,317.8986220472441,41.78,2.729,,,,,,,459.6323529411764,43.18,0.44,1,
1999,92,-117.078199,46.779557,,SW,358.83366141732284,42.09,2.477,,,,,,,439.9787991295392,42.42,0.4,1,
1999,93,-117.077781,46.779494,,SW,290.63484251968504,41.73,2.424,,,,,,,426.3995695047466,43.25,0.3,1,
1999,94,-117.077363,46.779658,,SW,194.06496062992125,41.87,2.362,,,,,,,367.02684754767097,43.83,0.45,1,
1999,95,-117.08807304,46.77971682,,SW,290.0147637795275,43.12,3.065,,,,,,,408.8211261328184,42.81,0.51,1,
1999,96,-117.087663,46.7797,,SW,337.0423228346457,42.4,2.196,,,,,,,441.5747931976147,44.44,0.32,1,
1999,97,-117.087245,46.779873,,SW,266.6486220472441,42.09,2.436,,,,,,,358.8870252007008,44.02,0.35,1,
1999,98,-117.086827,46.77985,,SW,272.244094488189,42.64,2.394,,,,,,,376.4422385842743,43.7,0.3,1,
1999,99,-117.086409,46.779935,,SW,256.92913385826773,42.45,2.63,,,,,,,324.1583255482896,43.14,0.37,1,
1999,100,-117.085991,46.779905,,SW,278.3120078740157,43.01,2.673,,,,,,,404.9839531197214,43.36,0.47,1,
1999,101,-117.085573,46.77981,,SW,240.0295275590551,42.57,2.514,,,,,,,333.8493071766887,43.92,0.31,1,
1999,102,-117.085155,46.779928,,SW,189.53248031496062,42.11,2.384,,,,,,,320.92687217289324,43.85,0.32,1,
1999,103,-117.084737,46.779776,,SW,240.6988188976378,42.19,2.363,,,,,,,362.240230143212,43.75,0.33,1,
1999,104,-117.08434522,46.77988297,,SW,312.44586614173227,42.69,3.006,,,,,,,477.9413252300297,43.27,0.47,1,
1999,105,-117.083901,46.779818,,SW,213.46805807825012,,,,,,,,,335.96739949958953,,,1,
1999,106,-117.083483,46.779881,,SW,272.4753937007874,42.26,3.143,,,,,,,395.23833038544075,42.37,0.52,1,
1999,107,-117.083065,46.779802,,SW,215.75370160859654,,,,,,,,,338.3470518214659,,,1,
1999,108,-117.082647,46.779871,,SW,285.1377952755905,42.98,2.438,,,,,,,479.10562316074135,43.33,0.33,1,
1999,109,-117.08219348,46.77987977,,SW,341.66830708661416,42.72,2.304,,,,,,,474.9919549477071,43.83,0.44,1,
1999,110,-117.08175331,46.77967045,,SW,197.01771653543307,42.16,2.582,,,,,,,349.82318684414935,43.33,0.48,1,
1999,111,-117.081393,46.779849,,SW,193.41535433070865,42.31,2.727,,,,,,,324.7634141439975,43.53,0.47,1,
1999,112,-117.080975,46.779851,,SW,259.9311023622047,42.23,2.401,,,,,,,362.019847883978,42.77,0.35,1,
1999,113,-117.08053909,46.77969063,,SW,231.50590551181102,42.09,2.349,,,,,,,317.17505664356054,43.1,0.41,1,
1999,114,-117.080139,46.77997,,SW,167.38681102362204,42.69,2.586,,,,,,,251.6767825896763,43.39,0.37,1,
1999,115,-117.07970309,46.77992463,,SW,251.86023622047242,41.31,2.685,,,,,,,449.855206365404,43.63,0.52,1,
1999,116,-117.079303,46.779905,,SW,227.9527559055118,42.43,2.584,,,,,,,388.76335278894334,44.12,0.36,1,
1999,117,-117.078885,46.779826,,SW,280.18700787401576,41.96,2.331,,,,,,,402.7361393806207,43.45,0.32,1,
1999,118,-117.078467,46.779838,,SW,212.90846456692913,43.15,2.686,,,,,,,370.1544402706543,43.58,0.47,1,
1999,119,-117.07801916,46.77982663,,SW,270.99901574803147,43.24,2.257,,,,,,,431.52129223562247,43.57,0.3,1,
1999,120,-117.077631,46.77978,,SW,262.27362204724415,44.79,2.476,,,,,,,457.65751055311637,41.65,0.48,1,
1999,121,-117.077213,46.779944,,SW,126.92421259842521,44.13,2.791,,,,,,,227.05607210491092,42.92,0.48,1,
1999,122,-117.087699,46.779986,,SW,362.52460629921256,43.64,2.534,,,,,,,509.0415158702989,43.75,0.7,1,
1999,123,-117.087281,46.780159,,SW,345.19192913385825,43.02,2.444,,,,,,,449.9396537528816,42.26,0.51,1,
1999,124,-117.086863,46.780136,,SW,256.9537401574803,43.29,2.699,,,,,,,410.63373830348763,45.85,0.49,1,
1999,125,-117.086445,46.780221,,SW,267.6377952755906,42.13,2.231,,,,,,,342.61254789272033,43.54,0.67,1,
1999,126,-117.08601127,46.78018382,,SW,206.3287401574803,42.49,2.377,,,,,,,274.9176152731462,44.6,0.46,1,
1999,127,-117.08559328,46.78008882,,SW,203.75,43.57,2.327,,,,,,,398.09977156421087,41.95,0.49,1,
1999,128,-117.085191,46.780214,,SW,270.66437007874015,44.19,2.558,,,,,,,427.86211001975266,41.33,0.43,1,
1999,129,-117.084773,46.780062,,SW,235.03444881889763,43.42,2.061,,,,,,,363.20884201401435,42.79,0.33,1,
1999,130,-117.084355,46.780151,,SW,232.98215501822065,,,,,,,,,356.284113578571,,,1,
1999,131,-117.083937,46.780104,,SW,126.01377952755905,43.25,2.333,,,,,,,228.42103903181552,44.25,0.37,1,
1999,132,-117.083519,46.780167,,SW,252.02263779527559,43.22,2.037,,,,,,,418.5770908703979,42.44,0.28,1,
1999,133,-117.083101,46.780088,,SW,287.17027559055117,43.26,2.02,,,,,,,435.856238829042,43.74,0.29,1,
1999,134,-117.082683,46.780157,,SW,239.4438976377953,43.75,2.409,,,,,,,395.3549545303316,43.13,0.41,1,
1999,135,-117.082265,46.780194,,SW,258.18897637795277,42.84,2.216,,,,,,,427.43367154932844,43.45,0.41,1,
1999,136,-117.081847,46.779996,,SW,299.83759842519686,42.41,2.199,,,,,,,573.9442290191113,43.03,0.38,1,
1999,137,-117.08145287,46.78014727,,SW,283.4005905511811,41.48,2.196,,,,,,,477.8257341987657,43.77,0.43,1,
1999,138,-117.081011,46.780137,,SW,167.9773622047244,40.89,1.866,,,,,,,267.39188789642407,43.7,0.32,1,
1999,139,-117.080593,46.779993,,SW,190.38385826771653,40.51,2.195,,,,,,,280.6013956339289,43.37,0.33,1,
1999,140,-117.080175,46.780256,,SW,180.1279527559055,41.35,2.253,,,,,,,281.7853219954089,43.95,0.39,1,
1999,141,-117.079757,46.780226999999996,,SW,185.71850393700788,41.24,2.221,,,,,,,426.4011116257527,43.59,0.34,1,
1999,142,-117.079339,46.780191,,SW,211.95866141732282,40.45,2.44,,,,,,,331.0878537735849,43.2,0.42,1,
1999,143,-117.0789031,46.78010382,,SW,209.54724409448818,40.12,2.429,,,,,,,419.55155421748753,43.31,0.45,1,
1999,144,-117.078503,46.780124,,SW,196.6240157480315,41.49,2.328,,,,,,,371.7252373084193,44.3,0.38,1,
1999,145,-117.078085,46.780129,,SW,185.42322834645668,41.41,2.464,,,,,,,348.19041945414716,43.73,0.43,1,
1999,146,-117.077667,46.780066,,SW,195.11318897637796,40.81,2.39,,,,,,,333.7173781370974,43.02,0.54,1,
1999,147,-117.077249,46.78023,,SW,163.7007874015748,40.41,2.69,,,,,,,263.7960470780344,42.65,0.64,1,
1999,148,-117.076831,46.780004,,SW,257.87401574803147,39.82,2.055,,,,,,,363.8305056318632,43.06,0.3,1,
1999,149,-117.087103,46.780422,,SW,453.46456692913387,41.85,2.625,,,,,,,585.8349934382985,,,1,
1999,150,-117.086685,46.780507,,SW,340.4429133858267,40.53,1.877,,,,,,,468.16474577904165,,,1,
1999,151,-117.08622506,46.78045544,,SW,255.11318897637796,39.12,1.996,,,,,,,379.3253996080126,,,1,
1999,152,-117.08583327,46.78037122,,SW,228.98129921259843,40.74,2.458,,,,,,,352.1187020955745,,,1,
1999,153,-117.085431,46.7805,,SW,130.9793307086614,40.68,2.347,,,,,,,250.08590091615974,,,1,
1999,154,-117.085013,46.780348,,SW,177.63779527559055,40.11,2.405,,,,,,,298.66343370625873,,,1,
1999,155,-117.084595,46.780437,,SW,223.83858267716533,39.72,2.021,,,,,,,346.76446501450147,,,1,
1999,156,-117.084177,46.78039,,SW,286.77657480314963,40.87,2.096,,,,,,,412.29110427750925,,,1,
1999,157,-117.083759,46.780453,,SW,194.73425196850394,40.59,2.06,,,,,,,316.46306970592167,,,1,
1999,158,-117.083341,46.780374,,SW,175.7529527559055,40.91,2.307,,,,,,,296.7010673885066,,,1,
1999,159,-117.082923,46.780443,,SW,204.19291338582678,41.03,2.152,,,,,,,326.31076699761775,,,1,
1999,160,-117.082505,46.78048,,SW,195.14271653543307,41.73,2.688,,,,,,,316.88833446929874,,,1,
1999,161,-117.082087,46.780282,,SW,137.21948818897636,40.7,2.248,,,,,,,256.5827168193182,,,1,
1999,162,-117.08164513,46.78040873,,SW,114.54724409448818,40.71,2.244,,,,,,,232.9779606159656,,,1,
1999,163,-117.081251,46.780423,,SW,118.95669291338582,40.7,2.325,,,,,,,237.56877059169904,,,1,
1999,164,-117.080833,46.780279,,SW,150.5462598425197,39.29,2.705,,,,,,,270.4576201834769,,,1,
1999,165,-117.080415,46.780542,,SW,172.8198818897638,39.29,2.343,,,,,,,293.64735896714825,,,1,
1999,166,-117.079997,46.780513,,SW,195.757874015748,39.87,2.527,,,,,,,317.52879345028833,,,1,
1999,167,-117.079579,46.780477,,SW,201.79133858267718,40.29,2.84,,,,,,,323.8104151358343,,,1,
1999,168,-117.079161,46.780398,,SW,175.48720472440942,40.24,2.807,,,,,,,296.4243891087191,,,1,
1999,169,-117.078743,46.78041,,SW,120.73326771653544,40.18,2.739,,,,,,,239.41841612879702,,,1,
1999,170,-117.078325,46.780415,,SW,103.1742125984252,40.34,2.445,,,,,,,221.13715497542995,,,1,
1999,171,-117.077907,46.780352,,SW,168.79921259842519,40.66,2.662,,,,,,,289.4613190674002,,,1,
1999,172,-117.077489,46.780516,,SW,191.1072834645669,40.28,2.387,,,,,,,312.68692355400697,,,1,
1999,173,-117.077071,46.78029,,SW,178.2923228346457,40.41,2.304,,,,,,,299.34488206203173,,,1,
1999,174,-117.076653,46.780414,,SW,281.53543307086613,40.12,2.229,,,,,,,406.83439375947785,,,1,
1999,175,-117.086879,46.780708,,SW,406.4517716535433,40.42,3.023,,,,,,,536.8885562751495,,,1,
1999,176,-117.08647678,46.78080097,,SW,350.46751968503935,41.02,2.97,,,,,,,478.60166533324815,,,1,
1999,177,-117.086043,46.780763,,SW,265.96456692913387,41.61,2.584,,,,,,,390.62309603266914,,,1,
1999,178,-117.085625,46.780668,,SW,282.9773622047244,41.36,2.354,,,,,,,408.3356296109174,,,1,
1999,179,-117.085207,46.780786,,SW,263.28740157480314,41.45,2.601,,,,,,,387.83581854740237,,,1,
1999,180,-117.084789,46.780634,,SW,267.27854330708664,41.07,2.178,,,,,,,391.99111641606294,,,1,
1999,181,-117.084371,46.780723,,SW,312.3277559055118,41.44,2.558,,,,,,,438.89320851189314,,,1,
1999,182,-117.08392119,46.78065692,,SW,229.4438976377953,41.46,2.575,,,,,,,352.60032724927873,,,1,
1999,183,-117.083535,46.780739,,SW,354.251968503937,41.83,2.541,,,,,,,482.5417689842962,,,1,
1999,184,-117.083117,46.78066,,SW,188.8041338582677,41.37,2.672,,,,,,,310.28904512918194,,,1,
1999,185,-117.082699,46.780729,,SW,272.6377952755905,41.99,2.851,,,,,,,397.5707950584443,,,1,
1999,186,-117.082281,46.780766,,SW,276.5403543307086,41.55,2.751,,,,,,,401.63386683384226,,,1,
1999,187,-117.081863,46.780568,,SW,122.73622047244095,41.9,2.717,,,,,,,241.50375057089914,,,1,
1999,188,-117.081445,46.780707,,SW,129.89173228346456,41.53,2.518,,,,,,,248.9535694377701,,,1,
1999,189,-117.081027,46.780709,,SW,288.36122047244095,40.41,2.626,,,,,,,413.9409266125384,,,1,
1999,190,-117.080609,46.780565,,SW,218.79429133858267,41.85,2.504,,,,,,,341.51270137038676,,,1,
1999,191,-117.080191,46.780828,,SW,226.10728346456693,41.18,2.478,,,,,,,349.1264777363911,,,1,
1999,192,-117.079773,46.780799,,SW,204.89173228346456,41.55,2.564,,,,,,,327.0383284000219,,,1,
1999,193,-117.079355,46.780763,,SW,258.90748031496065,41.8,2.743,,,,,,,383.2757506027565,,,1,
1999,194,-117.07891312,46.78066353,,SW,190.4576771653543,42.15,2.399,,,,,,,312.01059887008194,,,1,
1999,195,-117.078519,46.780696,,SW,164.6801181102362,42.22,2.595,,,,,,,285.1728057306939,,,1,
1999,196,-117.078101,46.780701,,SW,240.62007874015748,41.99,2.378,,,,,,,364.2361860158977,,,1,
1999,197,-117.077683,46.780638,,SW,134.74409448818898,41.59,2.624,,,,,,,254.0055098798161,,,1,
1999,198,-117.077265,46.780802,,SW,249.50787401574803,41.68,2.403,,,,,,,373.4895373732354,,,1,
1999,199,-117.076847,46.780576,,SW,208.7795275590551,42.13,2.409,,,,,,,331.08602915987615,,,1,
1999,200,-117.0866262,46.7810531,,SW,340.5068897637795,42.39,2.563,,,,,,,468.23135351306456,,,1,
1999,201,-117.086242,46.781049,,SW,217.35236220472441,42.15,2.908,,,,,,,340.0114655189472,,,1,
1999,202,-117.085824,46.780954,,SW,216.5994094488189,42.3,3.004,,,,,,,339.2275437262159,,,1,
1999,203,-117.085406,46.781072,,SW,192.79035433070865,42.6,2.704,,,,,,,314.4392193259945,,,1,
1999,204,-117.084988,46.78092,,SW,348.06102362204723,42.43,3.284,,,,,,,476.09618979961687,,,1,
1999,205,-117.08457,46.781009,,SW,323.22342519685037,41.69,2.27,,,,,,,450.23701798318086,,,1,
1999,206,-117.084152,46.780962,,SW,243.98622047244092,42.28,2.376,,,,,,,367.74077755987275,,,1,
1999,207,-117.08375497,46.78103938,,SW,284.50295275590554,42.27,2.769,,,,,,,409.9239678837717,,,1,
1999,208,-117.083316,46.780946,,SW,188.1496062992126,42.59,2.754,,,,,,,309.607596773409,,,1,
1999,209,-117.082898,46.781015,,SW,201.88976377952756,42.45,2.976,,,,,,,323.91288857279267,,,1,
1999,210,-117.08248,46.781052,,SW,333.1889763779527,38.37,2.692,,,,,,,460.6124534752123,,,1,
1999,211,-117.082062,46.780854,,SW,216.61417322834646,37.92,2.368,,,,,,,339.24291474175965,,,1,
1999,212,-117.081644,46.780993,,SW,352.53937007874015,39.2,2.482,,,,,,,480.75873118122115,,,1,
1999,213,-117.081226,46.780995,,SW,,,,,,,,,,,,,0,
1999,214,-117.080808,46.780851,,SW,260.17716535433067,39.05,2.129,,,,,,,384.59765793951897,,,1,
1999,215,-117.08043771,46.78111806,,SW,230.65944881889763,40.39,2.312,,,,,,,353.8658741957141,,,1,
1999,216,-117.079972,46.781085,,SW,245.83661417322836,40.76,2.856,,,,,,,369.6672781746895,,,1,
1999,217,-117.079554,46.781049,,SW,265.369094488189,40.84,2.596,,,,,,,390.0031317390712,,,1,
1999,218,-117.079136,46.78097,,SW,314.2814960629921,40.93,2.674,,,,,,,440.9273062355161,,,1,
1999,219,-117.078718,46.780982,,SW,352.23917322834643,39.92,2.364,,,,,,,480.4461871984982,,,1,
1999,220,-117.0783,46.780987,,SW,351.8946850393701,40.1,2.447,,,,,,,480.08753016914403,,,1,
1999,221,-117.077882,46.780924,,SW,314.65551181102364,40.07,2.273,,,,,,,441.3167052959578,,,1,
1999,222,-117.077464,46.781088,,SW,309.5570866141732,41.13,2.42,,,,,,,436.008581261516,,,1,
1999,223,-117.077046,46.780862,,SW,219.42421259842519,40.61,2.445,,,,,,,342.16853136692015,,,1,
1999,224,-117.076628,46.780986,,SW,146.11712598425197,41.23,2.431,,,,,,,265.84631552035177,,,1,
1999,225,-117.086295,46.781365,,SW,274.3897637795275,41.38,2.492,,,,,,,399.3948222363026,,,1,
1999,226,-117.08586126,46.78132062,,SW,312.97736220472444,41.41,2.617,,,,,,,439.56953319581817,,,1,
1999,227,-117.08543278,46.78122203,,SW,187.02263779527559,41.76,2.737,,,,,,,308.4342759202361,,,1,
1999,228,-117.085041,46.781358,,SW,65.71850393700787,41.69,2.604,,,,,,,182.1408885409353,,,1,
1999,229,-117.084623,46.781206,,SW,199.2224409448819,41.9,2.725,,,,,,,321.1358584312218,,,1,
1999,230,-117.084205,46.781295,,SW,196.3188976377953,41.56,2.637,,,,,,,318.1128920409509,,,1,
1999,231,-117.083787,46.781248,,SW,166.63385826771653,41.95,2.706,,,,,,,287.20690345431683,,,1,
1999,232,-117.08328225,46.78127044,,SW,151.96358267716536,42.31,2.709,,,,,,,271.93323767567693,,,1,
1999,233,-117.082951,46.781232,,SW,175.59055118110237,41.64,2.426,,,,,,,296.5319862175254,,,1,
1999,234,-117.082533,46.781301,,SW,203.35629921259843,42.16,2.868,,,,,,,325.43974278347184,,,1,
1999,235,-117.082115,46.781338,,SW,154.6702755905512,41.66,2.486,,,,,,,274.7512571920312,,,1,
